"ID","REVIEW","RATING","AUTHOR","TITLE"
"2568","This film is about leaving behind preconceptions. In the movie The Little Things, the story takes you in directions you expect to go, but often in The Little Things, it's the journey & destination to where you are going is more real than the story would account. The Little Things isn't a clich̩' thriller, it's a visceral snap shot of reality.","8","immortalmachine-07969"," Not your typical crime thriller
"
"2569","I liked it. it was a nicely old fashioned detective story. Actually it had the touch of ""True Detective"" and would probably have made a great Season 4. It contains many elements of the famous TV show and I think giving us more time to look at the characters, to emphasize more on several plot elements would have done good to the story because thats where it mostly lacks a little bit.
The acting is superb. Now you've got 3 Oscar winning actors in the main roles, the expectations are high but I think absolutely flufilled.
Denzel Washington is fantastic in the leading role, its a typical Washington role but again he adds something really special to it. Especially in the scenes when he is facing is past. Great work.
Rami Malek got a lot of criticism for his performance, being too wooden, lacking emotionality, etc. I think thats exactly what his character is all about and that he absolutely captured it perfectly. I go even so far and say he gave the best performance in the film. His attitiude was unconventional but so was his character. Jared Leto was absolutely psycho and creepy. He did that well but needs to be careful to to get typecast in that kind of roles. But yeah he was really great.
The biggest issue lie in editing and direction in general . While the screenplay surely hd potential (also by John Lee Hancock) I think his direction really lacked. The score by Thomas Newman was good and so was the cinematography, actually one of the best elements. I was not a fan of the ending, I appreciate the conclusion of what the film tries to tell but still was a bit lazy at the end. Otherwise, good atmospheric crime thriller.","7","Alexander_Blanchett"," Would have made a great True Detective Season 4
"
"2570","The trailer plays up this movie as a thrilling crime movie with maybe a trial at the end with some action in it. However, the actual movie is much more toned down, there really isn't any action in at all and there is no trial.This movie is a slow burn, it is meant to draw you into the ""action"" of detective work, studying a case, surveying a possible serial killer. If you are coming into this movie expecting played up action with a clear-cut killer and lots and lots of proof against them and everything written out in plain text just for you to understand it, this is not the movie for you and if you watch it, be prepared to leave a 1/10 star review; however, if you know what you are getting into, if you really like crime dramas that are very realistic with no movie magic or the movie playing up the scene to make it high stakes at all times, you will probably like it.","8","itsoclock-18178"," The trailer is a huge disservice to this film
"
"2571","Nice movie. Unpredictable. Actors project unfamiliar chemistry with each other, making such fitting for the film.","7","nofakehappy"," Nice movie.
"
"2572","Can't raise the rating much, but still well worth the watch. As a crime drama fan, this film could have and maybe should have challenged Seven. None the less it's a crime study with a different ending and a study in what may actually happens. I do wish the writers had been more daring.","8","turtlebay-94983"," New perspective
"
"2573","Suspense with great acting... Which I somewhat expected by the main actors of the movie.","8","erictsievers"," Suspense with great acting
"
"2574","GREAT cast and acting (Leto!!!), good story, but in the end, I questioned what I thought really happened. The art direction or cinematography, or something, took away from what could have been a 10-star thriller. I would describe it as ""Seven""-lite. Still, glad that I saw it, and in the theater.","8","sml0227"," Short and sweet
"
"2575","The Little Things has a very interesting story which evolves with new details, adding to the anticipation of the end and the opening new insights into the characters and their unique features.The acting is very interesting with Denzel Washington on a great performance. However, there are shades of the characters in previous films of Denzel in this character as well. The story could have done a better job with creating the characters with certain more details regarding their past, which directly influence their present status. There are a lot of points left for the viewer to infer about the characters, and these inferences may or may not be accurate.The movie is truly entertaining, with great performance by all the cast.","7","rezanowbari"," Interesting Storyline, Great Acting
"
"2576","Well acted. Well directed. Credible version of a trite but good story. But Denzel and Rami really don't mix well and many scenes seem forced. Maybe the director is to blame for this. IDK. Well planned subterfuge goes awry and the ending. . . well, hmmm. The slight tinge of mystery makes it worth watching.","7","llsmith-87182"," A Good Story That Loses Its Way
"
"2577","I didn't expect to like this movie based on how slow it started. But as it developed, I saw a more realistic portrayal of what the life of a dogged detective is like. My wife and I gave it the same 8 rating because of how unique the ending is. Not a cute fairy tale ending like most ""gritty"" crime movies sometimes depict. It's a movie that'll have you rethinking everything in the prior 2 hours.","8","qstiumnh"," Wait for it.....Wait for it
"
"2578","I saw some good and bad reviews but decided to watch because I love Denzel. The interesting thing about this film is that it's kind of slow throughout, but kept my attention where this two hour movie felt like it was 30 minute long. I believe this was because the character development throughout was so good. The casting and acting were phenomenal. This movie will not spoon feed you everything so some things are going to be open to your interpretation. I believe the intent of this movie is to help remind you to pay attention to the little things in your life and let the past die with the past. Don't hold onto past mistakes. You have a lot of life ahead of you so move forward, be grateful for what you have, and do your very best with whatever time you have left.","8","andkpearson-40177"," Engaging film
"
"2579","This was billed as a crime thriller and that is exactly what you got.
Thank you for being true to the crime thriller movie genre.
Its a great movie iike LA Confidential and the Noir crime films of the 40s and 50sThe TV crime shows are too easy to figure out and TV gives you closure.Real Life does not have a beginning or end, you just wake up to another day.FYI : This movie is not for young people, nobody turns into a vampire or zombie in this movie.This is an adult movie for someone with a brain.Again, thank you for great crime movieThis is the future of story based movies.Thank you HBO Max, Apple TV and Netflix","8","vato7959"," I had to take a shower after this movie Thank You
"
"2580","While The Little Things may not be anything of much memoria, it still has a substantially good amount of worth as a piece of psychologically thrilling entertainment. The film shares much of its familiarity with the 1995 movie Se7en. Directed by John Lee Hancock, The Little Things follows two cops, Joe Deacon (Denzel Washington), a cop haunted by his past and cases he could not solve, and Jim Baxter (Rami Malek) as they investigate a chain of murders in 1990's Los Angeles and increasingly fixate their attention on Albert Sparma (Jared Leto) a suspect who seems to enjoy their attention. It's only by around the end of the first hour that Jared Leto's character Albert Sparma is brought into the picture. Throughout the runtime, the film insists that it's the little things that are important and conveys a theme that everybody has skeletons in their closet. The opening credits of the movie also introduces a new Warner Bros logo animation.The performances in the movie are nothing too memorable but are still good. With a cast led by notable Academy Award winners Denzel Washington, Rami Malek, and Jared Leto. The performances are supported by the script written by John Lee Hancock. The story of the movie is good and with turns at almost every corner it is another area in which the film has success. Although at its loss, the story leaves some areas of the film concealed from the audience. The Little Things will leave you at the edge of your seat in the film's most thrilling parts. The ending shifts from audience expectations and into a different structure than other films of the same genre and type.The score of the film composed by Thomas Newman is great and however does not assist in giving much of a thrilling aspect alongside the film's already existent thrill that is primarily occurrent in the opening and the ending. At the end of the movie, the score does assist with the thrill shown on screen. The lighting helps to set the ambiance of the film's 1990's Los Angeles setting with many dim and dark lights. These elements keep the tone fitting for the genre of a Drama, Crime, Thriller film.Overall, The story of the film explores many areas of the film and to its loss, leaves many areas of the film undisclosed. The score is great but does not give much in terms of a thrill. The performances in the film are also good, but they are nothing too special or memorable. These elements help to keep the thrilling storytelling and entertainment aspect of the movie at a somewhat large quality, there is nothing that is of amazing quality. I would rate this movie a 7.5/10. The Little Things is available to watch on HBO Max with a subscription from January 29th to February 28th and is also available to watch in theaters.","7","Loptimus06"," The Little Things Review
"
"2581","I don't t get all the bad reviews at all. It's a non popcorn movie for sure with the great actors . Really well directed and well played and the filming is absolutely brilliant . It has the same kind of vibe as ""true detective"".If you need action then this movie is not for you.And if you want something to think about and don't mind slow narrative then this would be a good movie for you.","9","liapetrich"," Great movie !
"
"2582","What can I say this movie was awesome. Good story good ending good actors.. It is slow but slow always cooks up better.. Denzel the beast Washington is always good at his part.. man check it out if you like cop suspension thriller style movies.. detective work at its best in my opinion","9","varminttank"," Awesome movie amazing ending
"
"2583","A: Although Rami looks like the son of Michael Shannon, he's a horrible actor....B: Are Leto and Denzel both wearing pillows under their shirts? What's up with that? Why would they agree to do this? They can't be that hard up for money. C: This movie sucks. That's all.","2","FatDumbAmerican"," Huge letdown....
"
"2584","""The Little Things"" for sure isn't the greatest suspense thriller drama still the story is interesting and does entertain with some past connections that involves the central characters. The acting and on screen chemistry is pretty good as it has three Oscar winners in it. Set in California around L.A. an apparent serial killer(Jared Leto) is on the loose as he preys on lonely desperate young ladies and the case overlaps and connects between county and city lines the investigation involves young hotshot L.A. detective Jim Baxter(Rami Malek) and county sheriff Joe Deacon(Denzel Washington) who's a weathered burned out veteran haunted by things from the past. The movie plays a little cat and mouse with you as a viewer and is worth a watch for it's mystery feel and star power still it's nothing great as many more police investigative thrillers have been far better.","6","blanbrn"," Interesting cop suspense investigative like thriller.
"
"2585","Two cops, a young cop and a veteran chase a serie of murders suspecting without court hold evidence a guy that seems to always escape them but giving em enought proof just to feed that cop instinct.
Jared L. transforms his appearance but not in the shallow ways he did in other movies.
Denzel W. does a decent job.
Malek is also ok in this one.
The thrill is real, but beware.
Enterteining.","7","valentinionut"," mild intense
"
"2586","I kept seeing ads for this movie thinking that it was going to be a modern ""Se7en"", and this film also has a semi-all star cast of Oscar winning actors. Knowing these facts, I expected a pretty decent crime thriller.
During the movie, I felt that it was going nowhere. That was until Jared Leto's character appeared. When we are introduced to his character, the film began to pick up its pace. Rami malek, was not as his best by far, but Denzel was great as always. The editing was not great either as there weren't many scenes that felt rushed, as it did not give us time to really take in what was being presented to us.
John Lee Hancock has been known to make great historical films such as the blind side and the founder. I feel that this crime thriller was not his forte.
This was an enjoyable film however, just had multiple flaws and did not have much of an impact on me, like ""Se7en"".","6","ryantimmins"," Slow and suspenseful with unresolved details
"
"2587","If like me your a fan of the 90s mystery, detective thriller that requires no CGI or special effects or other modern day movie magic effects then The Little Things is for you.Its a shame that Hollywood appears to have has lost its faith in scripts like this one. The Little Things offers up a taste of the old school with its simple but effective plot that doesn't pretend to be anything that its not. The acting and dialogue is intelligent, subtle and effective. Denzel Washington, Rami Malek and Jared Leto all bring to the table a absorbing, masterful and truthful performances that really help bring a sense of long forgotten class to the movie.The sub-plot that explores the past events of Washington's character for me felt a little off but was well explained as it subtly drifts in and out of the movie as more and more is added leading to it tying nicely together with the main plot. I personally loved the 90's Jagged Edge style twist at the end that although isn't earth shattering its fun and commendable.The Little Things is a gripping and subtly tense movie that serves us commendable performances and a very well done simple but intelligent good guy vs bad guy plot.Solid Entertainment and here's me thinking they don't make them like that anymore but after watching The Little Things.....I'm glad to see they do!","9","chrisandmark-44838"," Brilliant - Old School Detective Movie
"
"2588","I thought this was a good movie overall. I was worried I would not like it because my friends said they were disappointed in how it ended. I watched it for myself and being a criminal justice major the ending made sense, but might not make sense to everyone.","7","sk051645"," A decent crime mystery movie
"
"2589","The movie is so so, but Jared Leto delivers a hell of a performance. Don't pay to see it, but catch it on HBO Max or some other streamer for Leto's brilliant turn.","6","itqqut"," Worth watching for Leto
"
"2590","While making trip to another sheriff dep. in LA for bringing back of some evidence, policeman Deke (Denzel) stumble upon a new star detective Baxter (Remi). Deke was invited to crime scene by Baxter, coincidently similar with Deke's unsolved case. Consequently, they working together to find the serial killerWhen watching detective stories, one cannot be separated from things called clues. It's why not so usual, because The Little Things divulged many, you can get even from the movie title and actors they casted, especially Remi. They don't deviates much. The strength of The Little Things comes from other things, among them is fixing you to your screen","7","kindredparadox"," Denzel and Remi as Cop
"
"2591","Overall the movie is good... The editing is kind of shotty and it jumps around a bit much but other than that a pretty good movie. Acting is decent but story is nothing original. You've seen other movies like it before no question about it. but in the end its probably worth watching. There are far worse movies to watch than this one that's for sure. I think the rating would fall anywhere from 6-7 for the majority of people...","7","brett-76260"," decent but...
"
"2592","Academy Award Winners Denzel Washington, Jared Leto, and Remi Malek star in the new thriller ""The Little Things"" and combine to make very gripping and memorable performances.The script was reportedly written over thirty years ago by John Lee Hancock who has gone on to write, direct, and produce multiple films of note in the decades since he first created the screenplay.The film is set in 1990 and involves a cop named Joe Deacon (Denzel Washington), who travels from his small California town to Los Angeles to get information on a suspect.Joe has a history in L.A as he used to be a homicide detective for the department which combined with his meltdown while obsessing over a murder case has caused him more than a bit of notoriety.Jim Baxter (Remi Malek) is the hotshot new Detective who has been leading the investigation into a string of unsolved murders. Joe accompanies Jim to a new crime scene and notes some similarities with his unsolved case.Joe takes some personal days and begins to do some legwork on the case and reports his findings to Jim which causes Joe to remember aspects of what drove him to his marital, health, and career issues as he is unable and unwilling to let the case drop.When a prime suspect no longer fits into the picture; suspicions fall on a crime enthusiast named Albert (Jared Leto) who seems to check all the boxes but is also taking delight in winding up Joe which causes Jim to question if he is a viable suspect or just an oddball who gets off on crimes and winding up the cops but does not actually commit any offenses.As the delicate dance unfolds between the characters the fact that this is an era before Cell Phones, DNA tests, GPS, and elaborate computer networks helps underscore the plight of the officers. If the film was set in a modern setting much of the suspense and uncertainty of the story and characters would be moot thanks to technology.As the game of cat and mouse unfolds between the characters Jim learns how a person can become obsessed with a case and Joe attempts to mentor him from the success and failures of his life which includes some gray areas.Aside from the strong performances and engaging story what makes ""The Little Things"" work is that it is a film that does not take the Hollywood fallbacks of extended gunfights, car chases, and over the top action scenes. What it does show is real and flawed characters that are doing what they think is right and does not attempt to wrap things up in a nice and tidy package.The film uses the element of doubt to not only drive the story but to help motizate the actions of the characters and underscore the elements of uncertainty exists in some investigations.ambiguity also puts the focus on how investigations and procedures have evolved with the resources available to police.The film will appear in cinemas and HBO Max and is a compelling and well-crafted thriller that is not to be missed.4.5 stars out of 5","9","garethvk"," The Little Things Is A Star Powered Thriller Not To Be Missed
"
"2593","The Little Things is a classic Noir Murder Mystery set in 1990 Los Angeles. Deke, a small-town deputy previously banished from LA returns to his old beat to retrieve evidence needed for a small case in his new life. While waiting for evidence to clear, he becomes marginally involved in a case being handled by Jimmy Baxter, a series of killings eerily similar to the case that sent him packing years before. The unlikely pair manage to pool their talents to move the investigation forward and identify a suspect. As in all good mysteries, nothing, including the strongest suspect, is what it appears, and Little Things becomes a redemption story in a tale where none of the heroes are innocent.","8","megomike"," Classic Noir Mystery at Heart, with a Soul of Redemption
"
"2594","The writing is unbelievably bad. There is no pace to the story, and it's not even an attempt at suspense, it's just the writer not knowing how to develop a story.
No character depth or development. It gets worse as the movie goes on. You can not believe what you are watching is this bad because it has Denzel Washington in it!
The directing, dialogues, scenery are absolute trash and completely fail in the task of making you engage in what you are watching instead of thinking who funded this amateur project?
The acting is terrible as well, Rami Malek is not believable as a grown man, let alone a competent police detective. And Jared Leto!! do I need to say anything?
one hour into the movie you will be like, ""why did Denzel disrespected his own career by participating in this garbage?!""","1","ali-najafyi"," garbage writing
"
"2595","The whole movie was great till the end, we don't find the killer but we get to think and about who the killer is in our own head.","7","wolverhys"," Not the best ending
"
"2596","Meh, it was worth a 7 for the acting. The plot and storyline are familiar and little predictable. Rami misses the mark at times, but Denzel and Leto fit like puzzle pieces. Cinematography and score are worth the 7 stars if not more.","7","ted-sammons"," Familiar and predictable but with good acting
"
"2597","The movie was interesting and unlike other reviews, I thought the ending was great. Many reviews have said the ending did not work with the movie or the ending fell short. The problem was not the ending, but the rest of the movie. With a cast like Washington, Leto and Malik, the movie should have been a home run, and as far as acting goes, it was (though Malik was awkward at times). The story needed much more thrilling moments to be considered a ""psychological thriller"". The pacing and thrilling moments were just too slow. Leto was great as a suspected sociopath, however, the movie significantly underutilized him. I would have liked to see Leto taunting the police more often through his actions, more clues alluding to him being the killer, and the frustration continuing to mount with Washington and Malik from knowing they have caught the killer, yet can't do a thing about it. That would have made the ending so much more satisfying or understood when Malik's character finally ""lost it"" with Leto's character. Overall, I wouldn't call it a loss, but I don't think it's a movie I would watch again...Leto needs another opportunity to play a sadistic psychopath in the future because he played the character wonderfully. Denzel, was Denzel, always strong.","7","arod_85"," Good, but should have been great
"
"2598","It's a slow burning film, great acting, Jared Leto looked really creepy, Focuses on the drama rather than the flash which I prefer. People always complain about the same old movie formula and when something comes along different they complain about that too! It is a decent film, no cliches, good to see Malek in a big film role and Washington is always great to watch.","8","elliotjeory"," I liked it because it's different
"
"2599","I would rate this more a 6.5.....nothing overly compelling about it and doesnt really contain outstanding acting. Denzel is always a solid actor and worth the watch alone, but the movie itself misses the mark on suspense and drama.","7","miller-44811"," Watchable time waster
"
"2600","I think the people who are giving this movie low ratings we're expecting some kind of a high octane crime thriller or a pulse pounding psycho killer flick. Instead, what we have is a slow burn psychological drama, character driven rather than plot driven.The movie is extremely well cast and acted, with an unexpectedly affecting score. In fact, the score is one of the films greatest strengths and is an excellent track in its own right, something that I will be seeking out on Spotify.I gather that a fair number of reviewers didn't like the ending, and I have to wonder if some of them just didn't get it or were, again, expecting some sort of action ending. That's just not the kind of movie this is. Highly recommended if you are a patient viewer, enjoy a lower key kind of suspense, and appreciate theme and character-centered movies.","7","ebeckstr-1"," Very solid suspense drama
"
"2601","I though the movie was really good. The music and sound editing were great. Someone picked apart the visual editing as having too many cuts-I didn't feel this way at all, and that sort of thing usually annoys me.Great acting by Denzel and Leto. I'm still not sold on Ramy... but I've only seen him in Mr Robot. Not sure I bought him as a detective. His demeanor is a little strange. But it didn't affect my opinion of the movie at all.The plot and ending, to me, was straight forward and good. Denzel's character was a great detective, he became obsessed with a case he couldn't solve, and it caused him to eff up. He happens upon a new case with same MO, and it's a chance to nail the killer. Ramy effs up too, Denzel helps him ""deal with it.""I think that the writers, editors, and director did their best to insinuate that Leto's character, was indeed the killer... even though there may never have been enough forensic evidence to hold up in court.The ending did leave me thinking... and after thinking about it, I was quite satisfied.","8","cenmail"," Really good; wouldn't call the ending ambiguous
"
"2602","Waited so long to finally see this movie. I tried not to go into it with high hopes but it's impossible not to be hopeful with a cast like this (except Leto)
Unfortunately I was not surprised by what I saw. Over acting on Leto's part, jarring cuts, an overly repetitive score, underdeveloped characters and a MAJOR plot hole. The movie feels like it's trying to say so many things but it never quite reaches the mark.
The only positives were Denzel's acting (as the case usually is), a few memorable lines, and the parts where it tries to do what every crime thriller before it has already done.
Overall the film serves better as something to put on in the background, not something that deserves your full undivided attention.So disappointing to be completely honest. Huge Denzel fan, pretty sure I've seen every movie he's been in at LEAST three times and this by far is probably the worst movie he's appeared in. I had so high hopes knowing Denzel, Remi, AND Jared was apart of it. Three PHENOMENAL actors with amazing potential but it was executed poorly in my opinion. Honestly, I feel like the storyline was there and it COULD'VE been a great movie! The first 27 minutes was really intriguing and drew me in, wondering what the next move was. Then there was a little over an hour of what just felt like stalling and expecting something to happen but it just never really does. One of the worst parts though to me though is there are so many things that you expect to come back up in the end, hoping that you'll find an answer or some type of closure of why it doesn't really make sense starting out.. to just find out only two of those things make sense. Also, the ending. I definitely grasped the meaning of why it was done.. just felt like it was kind cheap to end it.","8","nyxstrix"," Denzel Washington is the only actor we got, I reckon, who can get away with this stuff.
"
"2603","This is a good movie. It reminded me of an old fashion crime story. I liked the old cars and the way secrets were slowly revealed as we went on. Took the whole family and we enjoyed watching it. Denzel deserves another Oscar.","7","iamjamalwhite"," best movie so far this year
"
"2604","Big stars, bad writing, boring film. Uninspired and often meaningless conversation spoken by boring characters.","1","magatsu"," Ho hum run of the mill homicide detective movie
"
"2605","A good, characterful slow burn standard fare cop movie if you like character over action and don't expect a great twist at the end. Washington and Leto give solid, at times exceptional, performances and it is worth a watch just for those.The only weak link is the miscast of Rami Malek. His character seemed to be a pale imitation of Guy Pearce's character from LA Confidential in the beginning (without having the chops to pull it off) but his character quickly morphed into a sidekick-type to Denzel's much stronger lead and eventually a patsy to Leto's.
There wasn't a real character arch to show why he had the sudden change so it seems unnatural. His acting was cheesy and more caricature than character.I have enjoyed Malek in several productions but think he is much better as a creepy nerdy type, not a leading man. He completely ruined Bohemian Rhapsody for me with his limp performances and constant teeth sucking. I hope to see him cast more to his type in the future because honestly, much as I like him, I don't think he is a great actor but is effective as a creep. In this film his performance looked a little pathetic next to the great Denzel Washington and also Leto.","6","Opinate"," Tight little film with great acting but a miscast in Malek. Almost a 7.
"
"2606","Jared Leto's performance stands out in this film. Of course Denzel and Rami are also great but not they're top performances.","7","michellegeller"," Storyline just OK. Incredible acting!
"
"2607","The premise was simple and interesting, with some clever plot lines and a somewhat unpredictable ending. But you do need to ignore a few conveniences and stupid character behaviour.It takes a little too long to get going and drags in a few places. Jared Leto is amazing and menacing as the key suspect and he deserved a little more screen time.Denzel is great as always, but Rami seems miscast.The 1990 setting allowed for imperfect forensics and no cellular phones. But it felt more of a distraction, and perhaps a modern day setting could've been achieved quite easily.","6","david_royz"," Needed more Jared Leto
"
"2608","A decent film with very good actors, the incomparable Denzel Washington, and Rami Malek, thank God at last a film that is not lecturing us or whining about something or other, just entertainment, it's about time, far far too many ""Woke"" films and they are a big turn off.","9","eddy-59618"," Thank God
"
"2609","While not especially original this is still a very good cop murder mystery/thriller and good for HBO Max. I probably wouldn't have enjoyed it as much in the theaters but sitting at home it was a good thriller police movie with top notch actors that smoothed out any of the flaws. Of course there is nothing particularly new in this. But there is nothing wrong with that. Anyone who has seen any of the past police thrillers that came before this most notably ""Seven"" can guess how this will go. But it's the actors themselves that make it worth watching.","7","Nightmarelogic"," Actors elevate an average script
"
"2610","It starts out okay.
Then it gets boring.
Then it gets unbelievable.
And then it gets stoopid.It's a contender for the ""Film worse than 'Wonder Woman 1984' Award.""","1","b-44169"," Written and directed by a committee of knuckleheads
"
"2611","The Little Things is enjoyable to watch, and that's mostly due to the acting skills from the whole crew. Denzel Washington, Rami Malek and most certainly an almost unrecognizable Jared Leto did a great job playing their characters. There's also a good amount of suspense which keeps your attention. That said the ending isn't really a satisfying ending. I'm glad I'm not the only one that thinks that. There was clearly something missing in the last part and that's a pity because The Little Things could have been much better. Now it's just a good movie worth watching, but it's not exceptional like it could have been.","7","deloudelouvain"," Great acting, suspenseful story but unsatisfying ending.
"
"2612","The theme of crime, drama, thriller can be the best, but the genre has been overused repeatedly. Some do a good job, but the reality dramas that ramble on for 30 minutes about how the victim was the life of the party, everyone's pal, she/he would ""light up the room"". those I can do without, and this movie might have fallen into that trap without Denzel Washington. Still, it was interesting and had some good variations. There may not be another ""Seven"" movie that comes along for who knows how long. Regarding the characters, Rami Malek has never been in my top 20, but he is riding high on his portrayal of Mercury. For me, in this film, the miscast was off-putting.","7","skp-43271"," Crime, drama, thriller . . .
"
"2613","I think if you have never seen the movie 7 then you will enjoy the ending a lot more. It's not that the ending of this movie is bad because it isn't and it's something I've never seen before and wasn't expecting. What I was expecting was a jaw dropping 7 esk type reveal and ending but we didnt get that. Then again if I wanted to see that shouldn't I just watch 7 again and if it had have ended like that it would most likely got slated for being a 7 copy.
I thougroughly enjoyed the movie right up to the ending which having thought about it is only disappointing because I'd built it up in my mind to be a 7 type movie ending which it wasn't and it wasn't the ending where Denzel arrives just in time to save his partner and it wasn't the ending where the baddie takes the cop by surprise and the gun goes off leaving you to wonder who's alive until the reveal but then they have all been done before and this is an ending I've never seen before but is it an ending I would have chosen given the choice? Well....No. Sometimes it's just nice to have another slice of cake, even though you know what it tastes like.The other problem with the movie is that it leaves you with a question about what the movie was actually about. Was it in fact a movie made in era of high tension with the police in the US about police corruption and the murder of an innocent man or was he and even if you decide upon that you are still left with the corruption issue.
The problem is that the main suspects guilt is ambiguous enough for you to question the motives and moral right or wrong of the cops. If this was a Dirty Harry movie you wouldn't even bat an eyelid at the ending, just cheer along as the cop who breaks the rules to get the bad guy gets it done again.
There are also numerous issues that spring up with the events of the ending. Getting in the car with the murder suspect and digging holes while he walks around you with you gun inches away from him?
A character that up to this point has been cool calm and collected breaks character after a single provedation and kills the suspect with a single swing of the shovel?
They then decide to commit a major felony with the possibility of getting caught when he simply says the suspect grabbed his gun and he swung the spade and hit him. There are no witnesses and all they need do is place the gun in his hand, after a brief investigation it's justifiable self defence and a lot easier to cover up than burying a body which could be found and taking the risk of cleaning an apartment and a car. The FBI are now carrying out an investigation in the area. It would also have fitted with the fact they covered up the earlier accidental killing.
So, the ending has issues and it's easy to see why people have been voting this lower than what you might expect.
It's not a 1 as some Muppets have been putting and it's not a 10 for most people. I think your expectations and past movie experience will determine how you rate the movie.
It does also lead to some interesting discussions about what the writer and director were aiming to bring to the screen. Is it a politically motivated agenda piece aimed at corruption in the police or is it a morally driven movie about the grey lines in life and what people are willing to live with.","7","benjaminlauriesmith"," I rated it 7 for a reason
"
"2614","Crazy! I liked it and I'm saddened by it. Great job by all of the cast. I'm blown by the creativity and by Denzel's character. This movie shows how a case can eat away at your soul and turn you into someone you never thought you'd be. Make you do things you never thought you'd do. This movie was tough...someone being harassed because of their appearance, shot first, questions later, and toying with the cops. Damn!","7","Sophia-Jones"," The dark side of detectives.
"
"2615","It's hard not to like a Denzel Washington movie. Especially a movie that has two Academy Award winners in it-say Rami Malek. This extra slow burn crime drama did nothing to enhance the image of Policemen. And what's more the crimes are never solved. Director John Lee Hancock's handling of this sad tale was commendable, but the script took the viewer on a road to nowhere. This tome was certainly not worth going to a theater and dropping $10-plus popcorn and drinks on. It was disappointing. But a good reason to have HBO Max so you don't throw away any more money than is absolutely necessary. By the way, Jared Leto was perfect as the non-bad guy.","7","fmatt-88980"," ""The Little Things"" needed something big
"
"2616","It's not your typical police investigation film we're all so tired of watching. It goes a step beyond that. It tries successfully to break out of the genre.
You should know that there is little action as the movie relies more on suspense.Worth watching for:
actingcinematographyintriguing storysoundtrackatmosphereThe bad:
editingsome cringy moments","7","hugomf85"," Surprising to say the least
"
"2617","It caught me till the last minute to know what will happen and who is the killer but it surprised me because it ends and we didn't know who kill these girls. I think Rami Malek was lost I think because of the scenario and Denzel Washington wasn't like Denzel also, Jared was the best. To end it is a good movie not special or perfect and not bad you can watch it till the end.","7","eliebarakat-33947"," What a strangest film
"
"2618","This was a good movie, yes it did start slow but in my opinion it was worth the wait, it's the build up. I thought Denzel, Rami & Jared all did a good job with their performance.","7","sadgirl398-167-719874"," Loved it
"
"2619","Like a majority of reviewers, I was drawn to ""The Little Things"" by the three lead actors (all Oscar winners). While Denzel Washington and Jared Leto were excellent, I thought Rami Malek was a bit tepid. The ending is both ambiguous and satisfying. I imagine a large percentage of people who watch this film will feel cheated but I thought the conclusion was appropriate. Not a modern-era crime classic like ""Seven"" or ""The Usual Suspects"" but it'll do in these uncertain times...like the 'clue' disclosed in the final minutes, ""The Little Things"" could be seen as a sliver of hope that will save some and haunt others.","7","kcrane-24932"," Solid murder mystery, expected more...
"
"2620","I can't stand slow paced long dragged out films at all, but this one was an exception, for many reasons.Firstly, the casting and performances; Washington and Leto were perfection in this one. Had anyone else been cast for either role, I would've lost interest really quick. Malek was ok, but I feel someone else cast - DiCaprio, Gosling, or a Theo James, may have upped the ante as well as Washington and Leto did.Writer and director John Lee Hancock isn't exactly a seasoned filmmaker, but his directing was on point and his screenplay - although not entirely original, played out well. It wasn't Hollywood-ish or action packed, but instead, a more toned down timeline procedural format, and that was a refreshing change. Had it been a little faster paced and/or about 15-20 mins shaved off the 127 min runtime, I think the critics may have been a little less harsh. The cinematography and score were great, although the sound was off in a few scenes - mainly Malek's dialogue/low tonal voice.Nevertheless, I enjoyed it better than I expected. It's a one time view, and well deserving of my 8/10.","8","Top_Dawg_Critic"," I liked it better than I should have.
"
"2621","Loved watching Denzel in this LA themed murder mystery. Kept me intrigued throughout. With so many action thrillers out in the market that are complete garbage it was a welcomed relief. At times the dialog was hard to understand but overall still entertaining to watch.","8","jayslovin740"," Enjoyable
"
"2622","""The Little Things is a pretty complicated movie with fantastic cast and fantastic performance, this movie is like giving you a freedom in the beginning until a half way through then giving you a hard brain work to think what is really really happening, it's pretty complicated movie and it really does, maybe if you haven't read the explanation after you finish the movie you will probably gonna hate this movie because you don't get it, but if you read the explanation or maybe you get the movie without the explanation i think you will giving this movie more appreciation, because i think this is not a bad movie at all, all the perfomance it just really good especially Jared Leto, i think he is the perfect man to play this character, overall The Little Things can be a perfect movie if they make more easier to understand""","9","HabibieHakim123"," Pretty Complicated But It Still Awesome
"
"2623","Trying hard, to find the tracks of a serial killer, while struggling with inner demons of the past
The three main roles,stands quite well, and a film finale that you can't imagine... What truth is hidden?","7","leonidasstathopoulos"," A good one
"
"2624","Judging by the boasted list of potential directors listed on the main page (god only knows why theyd do such a dumb thing), all of whom PASSED on being involved I might add, should be enough to tell you what level of film this is.. i.e., not good. And sure enough, 3/4 way through and I shut it down. Another Denzel epic fail.","1","Fred_Walker"," Meh..
"
"2625","I think this is one of Denzel's worst movie, it was very slow, boring and the ending completely sucked, I'm still not sure who the killer was, I will never watch this movie again, I'm just glad it was free on HBO Max","4","illinoiscpl2327"," A slow movie
"
